Customer Id,Branch,City,Customer_Type,Gender,Product,Unit Price,Quantity,Total,Date,Payment,Cost,Gross Income,Rating
666,A,Orlando,Member,Male,Stationary,521,2,1042,13-07-22,Cash,401,641,4
828,A,Orlando,Member,Male,Home,1031,2,2062,22-12-22,Cash,793,1269,4
759,F,Hawai,Member,Male,Stationary,753,5,3765,06-08-24,Cash,579,3186,4
790,C,New Jersey,Normal,Male,Home,900,4,3600,21-01-21,Cash,750,2850,4
442,A,Orlando,Member,Male,Décor,1458,4,5832,24-09-23,Credit Card,1122,4710,3
484,A,Orlando,Member,Male,Stationary,826,5,4130,05-11-23,Cash,635,3495,4
526,E,Newyork,Normal,Male,Stationary,1598,2,3196,23-02-22,Cash,1229,1967,3
691,B,Atlanta,Normal,Male,Stationary,1206,5,6030,07-08-22,Cash,928,5102,5
1000,E,Newyork,Normal,Male,Furniture,1286,5,6430,12-06-23,Wallet,989,5441,4
597,F,Hawai,Member,Male,Décor,1315,2,2630,26-02-24,Credit Card,1012,1618,4
904,A,Orlando,Member,Male,Stationary,1036,2,2072,29-12-24,Cash,797,1275,4
592,C,New Jersey,Normal,Male,Furniture,1261,4,5044,07-07-20,Wallet,1097,3947,3
618,E,Newyork,Normal,Male,Stationary,989,4,3956,02-08-20,Cash,860,3096,5
796,C,New Jersey,Normal,Male,Décor,1125,2,2250,27-01-21,Credit Card,938,1312,3
554,C,New Jersey,Normal,Male,Décor,536,5,2680,23-03-22,Credit Card,412,2268,4
728,C,New Jersey,Normal,Male,Home,947,4,3788,13-09-22,Cash,728,3060,4
560,C,New Jersey,Normal,Male,Furniture,1854,2,3708,29-03-22,Wallet,1426,2282,4
1038,A,Orlando,Member,Male,Home,757,2,1514,20-07-23,Cash,582,932,4
873,F,Hawai,Member,Male,Furniture,699,4,2796,28-11-24,Wallet,538,2258,4
973,B,Atlanta,Normal,Male,Home,503,3,1509,16-05-23,Cash,387,1122,4
940,A,Orlando,Member,Male,Sports,340,4,1360,03-02-25,Cash,262,1098,5
962,E,Newyork,Normal,Male,Décor,937,4,3748,25-02-25,Credit Card,721,3027,4
1017,F,Hawai,Member,Male,Décor,1744,2,3488,21-04-25,Credit Card,1342,2146,4
831,F,Hawai,Member,Male,Home,940,5,4700,17-10-24,Cash,723,3977,4
442,C,New Jersey,Normal,Male,Furniture,1442,4,5768,08-02-20,Wallet,1154,4614,5
828,E,Newyork,Normal,Male,Stationary,634,3,1902,28-02-21,Cash,528,1374,5
746,C,New Jersey,Normal,Male,Stationary,389,2,778,01-10-22,Cash,299,479,4
623,B,Atlanta,Normal,Male,Furniture,1799,5,8995,23-03-24,Wallet,1384,7611,3
476,A,Orlando,Member,Male,Décor,326,3,978,13-03-20,Credit Card,272,706,4
511,F,Hawai,Member,Male,Décor,1848,4,7392,17-04-20,Credit Card,1540,5852,5
785,D,Texas,Member,Male,Home,1289,4,5156,16-01-21,Cash,1074,4082,3
774,C,New Jersey,Normal,Male,Stationary,856,4,3424,21-08-24,Cash,658,2766,4
1031,B,Atlanta,Normal,Male,Home,1487,3,4461,05-05-25,Cash,1144,3317,5
483,B,Atlanta,Normal,Male,Stationary,1678,2,3356,20-03-20,Cash,1398,1958,3
530,A,Orlando,Member,Male,Home,1518,2,3036,06-05-20,Cash,1265,1771,4
751,F,Hawai,Member,Male,Décor,1867,5,9335,13-12-20,Credit Card,1556,7779,5
798,A,Orlando,Member,Male,Home,1507,3,4521,22-11-22,Cash,1159,3362,5
585,F,Hawai,Member,Male,Sports,806,4,3224,14-02-24,Cash,620,2604,3
496,C,New Jersey,Normal,Male,Décor,1051,4,4204,02-04-20,Credit Card,876,3328,5
619,D,Texas,Member,Male,Stationary,656,5,3280,19-03-24,Cash,505,2775,3
472,C,New Jersey,Normal,Male,Furniture,418,2,836,09-03-20,Wallet,348,488,4
989,D,Texas,Member,Male,Sports,1501,2,3002,08-08-21,Cash,1155,1847,5
516,C,New Jersey,Normal,Male,Home,1767,2,3534,07-12-23,Cash,1359,2175,5
672,A,Orlando,Member,Male,Sports,1411,2,2822,19-07-22,Cash,1085,1737,3
806,E,Newyork,Normal,Male,Home,1837,5,9185,22-09-24,Cash,1413,7772,4
949,D,Texas,Member,Male,Stationary,1190,2,2380,12-02-25,Cash,915,1465,3
857,D,Texas,Member,Male,Furniture,1037,5,5185,29-03-21,Wallet,864,4321,4
861,B,Atlanta,Normal,Male,Décor,322,2,644,02-04-21,Credit Card,268,376,5
486,A,Orlando,Member,Male,Stationary,1151,4,4604,14-01-22,Cash,885,3719,4
1030,E,Newyork,Normal,Male,Furniture,535,3,1605,12-07-23,Wallet,412,1193,5
470,A,Orlando,Member,Male,Home,1940,5,9700,07-03-20,Cash,1617,8083,3
921,B,Atlanta,Normal,Male,Décor,573,5,2865,01-06-21,Credit Card,478,2387,5
570,A,Orlando,Member,Male,Furniture,1989,2,3978,08-04-22,Wallet,1530,2448,3
781,B,Atlanta,Normal,Male,Stationary,738,2,1476,05-11-22,Cash,568,908,4
850,A,Orlando,Member,Male,Sports,686,2,1372,05-11-24,Cash,528,844,4
450,E,Newyork,Normal,Male,Home,1251,4,5004,16-02-20,Cash,1043,3961,4
853,D,Texas,Member,Male,Furniture,564,5,2820,08-11-24,Wallet,434,2386,4
505,B,Atlanta,Normal,Male,Furniture,882,4,3528,02-02-22,Wallet,678,2850,4
532,C,New Jersey,Normal,Male,Furniture,1473,3,4419,08-05-20,Wallet,1228,3191,4
843,F,Hawai,Member,Male,Furniture,1216,2,2432,29-10-24,Wallet,935,1497,4
1058,A,Orlando,Member,Male,Stationary,1113,5,5565,16-10-21,Cash,856,4709,4
536,A,Orlando,Member,Male,Décor,1275,2,2550,12-05-20,Credit Card,1109,1441,5
799,F,Hawai,Member,Male,Sports,427,2,854,30-01-21,Cash,356,498,3
979,D,Texas,Member,Male,Stationary,1669,2,3338,14-03-25,Cash,1284,2054,5
537,D,Texas,Member,Male,Sports,1800,4,7200,06-03-22,Cash,1385,5815,4
655,F,Hawai,Member,Male,Home,1741,3,5223,08-09-20,Cash,1514,3709,5
809,D,Texas,Member,Male,Sports,1156,2,2312,09-02-21,Cash,963,1349,5
803,F,Hawai,Member,Male,Home,1273,5,6365,27-11-22,Cash,979,5386,3
676,A,Orlando,Member,Male,Home,1239,5,6195,15-05-24,Cash,953,5242,4
677,D,Texas,Member,Male,Furniture,636,3,1908,30-09-20,Wallet,553,1355,3
996,A,Orlando,Member,Male,Stationary,850,3,2550,08-06-23,Cash,654,1896,5
473,B,Atlanta,Normal,Male,Furniture,1201,2,2402,25-10-23,Wallet,924,1478,3
1006,E,Newyork,Normal,Male,Stationary,1103,2,2206,18-06-23,Cash,848,1358,5
559,D,Texas,Member,Male,Stationary,1439,4,5756,19-01-24,Cash,1107,4649,5
930,E,Newyork,Normal,Male,Home,665,4,2660,10-06-21,Cash,554,2106,3
1013,D,Texas,Member,Male,Stationary,339,3,1017,01-09-21,Cash,261,756,3
451,B,Atlanta,Normal,Male,Stationary,1847,4,7388,10-12-21,Cash,1421,5967,3
801,D,Texas,Member,Male,Stationary,1744,5,8720,25-11-22,Cash,1342,7378,5
540,C,New Jersey,Normal,Male,Sports,361,3,1083,31-12-23,Cash,278,805,5
1036,C,New Jersey,Normal,Male,Décor,438,3,1314,24-09-21,Credit Card,337,977,3
718,C,New Jersey,Normal,Male,Stationary,1557,4,6228,10-11-20,Cash,1354,4874,4
732,A,Orlando,Member,Male,Sports,1395,4,5580,17-09-22,Cash,1073,4507,5
932,E,Newyork,Normal,Male,Décor,662,2,1324,26-01-25,Credit Card,509,815,5
711,B,Atlanta,Normal,Male,Décor,1581,2,3162,03-11-20,Credit Card,1375,1787,4
620,E,Newyork,Normal,Male,Sports,1880,4,7520,20-03-24,Cash,1446,6074,5
1049,B,Atlanta,Normal,Male,Stationary,1825,2,3650,23-05-25,Cash,1404,2246,3
431,D,Texas,Member,Male,Décor,1812,5,9060,28-01-20,Credit Card,1450,7610,5
834,A,Orlando,Member,Male,Décor,1163,5,5815,28-12-22,Credit Card,895,4920,5
755,D,Texas,Member,Male,Home,1673,5,8365,17-12-20,Cash,1394,6971,4
410,E,Newyork,Normal,Male,Sports,661,5,3305,23-08-23,Cash,508,2797,4
856,A,Orlando,Member,Male,Home,553,3,1659,11-11-24,Cash,425,1234,4
437,D,Texas,Member,Male,Furniture,1064,3,3192,03-02-20,Wallet,851,2341,4
939,F,Hawai,Member,Male,Stationary,668,4,2672,02-02-25,Cash,514,2158,4
417,B,Atlanta,Normal,Male,Furniture,934,4,3736,14-01-20,Wallet,747,2989,4
434,A,Orlando,Member,Male,Sports,1346,3,4038,31-01-20,Cash,1077,2961,4
517,B,Atlanta,Normal,Male,Sports,1131,5,5655,14-02-22,Cash,870,4785,3
763,B,Atlanta,Normal,Male,Home,1008,5,5040,18-10-22,Cash,775,4265,4
1017,D,Texas,Member,Male,Sports,1136,5,5680,29-06-23,Cash,874,4806,5
753,B,Atlanta,Normal,Male,Stationary,660,4,2640,15-12-20,Cash,550,2090,5
1022,A,Orlando,Member,Male,Furniture,681,3,2043,10-09-21,Wallet,524,1519,3
692,C,New Jersey,Normal,Male,Sports,1046,3,3138,08-08-22,Cash,805,2333,5
513,B,Atlanta,Normal,Male,Stationary,543,5,2715,19-04-20,Cash,453,2262,5
1035,D,Texas,Member,Male,Furniture,1501,2,3002,17-07-23,Wallet,1155,1847,4
681,F,Hawai,Member,Male,Home,1185,3,3555,20-05-24,Cash,912,2643,3
546,C,New Jersey,Normal,Male,Home,315,4,1260,06-01-24,Cash,242,1018,3
1039,D,Texas,Member,Male,Stationary,808,3,2424,13-05-25,Cash,622,1802,4
907,F,Hawai,Member,Male,Furniture,1242,5,6210,18-05-21,Wallet,1035,5175,5
598,E,Newyork,Normal,Male,Home,1215,5,6075,06-05-22,Cash,935,5140,3
657,D,Texas,Member,Male,Sports,1335,5,6675,04-07-22,Cash,1027,5648,4
841,B,Atlanta,Normal,Male,Stationary,1883,5,9415,04-01-23,Cash,1448,7967,4
699,D,Texas,Member,Male,Décor,1224,4,4896,15-08-22,Credit Card,942,3954,4
606,C,New Jersey,Normal,Male,Home,1620,4,6480,06-03-24,Cash,1246,5234,3
920,E,Newyork,Normal,Male,Sports,696,5,3480,14-01-25,Cash,535,2945,5
562,E,Newyork,Normal,Male,Sports,1666,3,4998,31-03-22,Cash,1282,3716,4
790,E,Newyork,Normal,Male,Furniture,841,3,2523,14-11-22,Wallet,647,1876,3
656,A,Orlando,Member,Male,Décor,1369,2,2738,09-09-20,Credit Card,1190,1548,3
429,D,Texas,Member,Male,Décor,520,3,1560,18-11-21,Credit Card,400,1160,3
989,B,Atlanta,Normal,Male,Stationary,775,4,3100,24-03-25,Cash,596,2504,3
675,D,Texas,Member,Male,Furniture,309,5,1545,22-07-22,Wallet,238,1307,4
807,B,Atlanta,Normal,Male,Furniture,779,5,3895,07-02-21,Wallet,649,3246,4
784,A,Orlando,Member,Male,Stationary,1894,2,3788,31-08-24,Cash,1457,2331,4
946,E,Newyork,Normal,Male,Stationary,1564,5,7820,19-04-23,Cash,1203,6617,5
547,D,Texas,Member,Male,Décor,883,3,2649,07-01-24,Credit Card,679,1970,4
717,F,Hawai,Member,Male,Décor,1218,5,6090,25-06-24,Credit Card,937,5153,4
1029,F,Hawai,Member,Male,Stationary,1637,2,3274,03-05-25,Cash,1259,2015,3
421,B,Atlanta,Normal,Male,Stationary,1822,2,3644,10-11-21,Cash,1402,2242,5
495,D,Texas,Member,Male,Furniture,1236,2,2472,23-01-22,Wallet,951,1521,3
506,C,New Jersey,Normal,Male,Stationary,1096,3,3288,03-02-22,Cash,843,2445,3
952,E,Newyork,Normal,Male,Sports,1444,3,4332,25-04-23,Cash,1111,3221,5
1059,D,Texas,Member,Male,Décor,1638,5,8190,10-08-23,Credit Card,1260,6930,4
955,D,Texas,Member,Male,Sports,351,2,702,18-02-25,Cash,270,432,4
747,D,Texas,Member,Male,Sports,1065,5,5325,02-10-22,Cash,819,4506,5
420,C,New Jersey,Normal,Male,Sports,1904,4,7616,02-09-23,Cash,1465,6151,5
867,B,Atlanta,Normal,Male,Furniture,892,4,3568,08-04-21,Wallet,743,2825,3
735,D,Texas,Member,Male,Furniture,1673,4,6692,20-09-22,Wallet,1287,5405,3
629,D,Texas,Member,Male,Sports,346,2,692,13-08-20,Cash,301,391,5
1003,F,Hawai,Member,Male,Stationary,1305,2,2610,22-08-21,Cash,1004,1606,4
575,F,Hawai,Member,Male,Furniture,773,3,2319,13-04-22,Wallet,595,1724,3
879,F,Hawai,Member,Male,Stationary,1318,4,5272,04-12-24,Cash,1014,4258,4
978,C,New Jersey,Normal,Male,Furniture,1230,5,6150,13-03-25,Wallet,946,5204,3
840,E,Newyork,Normal,Male,Home,1653,2,3306,12-03-21,Cash,1378,1928,4
512,C,New Jersey,Normal,Male,Sports,1585,5,7925,09-02-22,Cash,1219,6706,3
829,B,Atlanta,Normal,Male,Décor,1347,5,6735,23-12-22,Credit Card,1036,5699,3
784,C,New Jersey,Normal,Male,Sports,1988,4,7952,15-01-21,Cash,1657,6295,5
552,A,Orlando,Member,Male,Sports,1079,2,2158,21-03-22,Cash,830,1328,3
744,A,Orlando,Member,Male,Décor,744,5,3720,29-09-22,Credit Card,572,3148,3
427,B,Atlanta,Normal,Male,Sports,497,4,1988,16-11-21,Cash,382,1606,4
880,E,Newyork,Normal,Male,Furniture,1423,4,5692,12-02-23,Wallet,1095,4597,3
1062,A,Orlando,Member,Male,Sports,1212,2,2424,13-08-23,Cash,932,1492,4
813,F,Hawai,Member,Male,Furniture,1028,5,5140,29-09-24,Wallet,791,4349,3
632,A,Orlando,Member,Male,Furniture,876,5,4380,16-08-20,Wallet,762,3618,4
411,D,Texas,Member,Male,Stationary,1305,4,5220,31-10-21,Cash,1004,4216,4
694,E,Newyork,Normal,Male,Décor,1213,3,3639,10-08-22,Credit Card,933,2706,3
445,D,Texas,Member,Male,Sports,1387,5,6935,27-09-23,Cash,1067,5868,5
720,C,New Jersey,Normal,Male,Sports,623,2,1246,28-06-24,Cash,479,767,3
883,D,Texas,Member,Male,Furniture,999,5,4995,08-12-24,Wallet,768,4227,4
912,A,Orlando,Member,Male,Sports,342,4,1368,16-03-23,Cash,263,1105,4
694,A,Orlando,Member,Male,Stationary,1633,4,6532,02-06-24,Cash,1256,5276,5
966,A,Orlando,Member,Male,Stationary,1752,4,7008,09-05-23,Cash,1348,5660,5
490,A,Orlando,Member,Male,Sports,886,2,1772,11-11-23,Cash,682,1090,5
743,D,Texas,Member,Male,Stationary,555,3,1665,05-12-20,Cash,463,1202,4
569,D,Texas,Member,Male,Sports,1512,3,4536,14-06-20,Cash,1315,3221,3
643,B,Atlanta,Normal,Male,Home,1794,5,8970,20-06-22,Cash,1380,7590,4
811,B,Atlanta,Normal,Male,Stationary,1858,3,5574,05-12-22,Cash,1429,4145,3
745,F,Hawai,Member,Male,Home,655,2,1310,07-12-20,Cash,546,764,5
981,F,Hawai,Member,Male,Home,762,3,2286,16-03-25,Cash,586,1700,5
905,D,Texas,Member,Male,Home,868,3,2604,16-05-21,Cash,723,1881,4
976,C,New Jersey,Normal,Male,Décor,1664,2,3328,26-07-21,Credit Card,1280,2048,5
526,C,New Jersey,Normal,Male,Décor,472,5,2360,02-05-20,Credit Card,393,1967,4
677,F,Hawai,Member,Male,Sports,1474,4,5896,24-07-22,Cash,1134,4762,5
409,F,Hawai,Member,Male,Sports,1458,2,2916,06-01-20,Cash,1166,1750,3
714,A,Orlando,Member,Male,Décor,1176,4,4704,30-08-22,Credit Card,905,3799,4
947,F,Hawai,Member,Male,Sports,1921,2,3842,20-04-23,Cash,1478,2364,5
679,B,Atlanta,Normal,Male,Décor,1533,5,7665,26-07-22,Credit Card,1179,6486,5
646,E,Newyork,Normal,Male,Stationary,1351,4,5404,23-06-22,Cash,1039,4365,5
766,E,Newyork,Normal,Male,Stationary,862,4,3448,21-10-22,Cash,663,2785,3
524,C,New Jersey,Normal,Male,Décor,1666,5,8330,21-02-22,Credit Card,1282,7048,3
811,D,Texas,Member,Male,Home,903,4,3612,27-09-24,Cash,695,2917,4
761,F,Hawai,Member,Male,Stationary,1601,3,4803,16-10-22,Cash,1232,3571,3
674,E,Newyork,Normal,Male,Stationary,824,2,1648,13-05-24,Cash,634,1014,5
1002,A,Orlando,Member,Male,Sports,556,5,2780,14-06-23,Cash,428,2352,3
449,B,Atlanta,Normal,Male,Stationary,1035,5,5175,01-10-23,Cash,796,4379,3
689,D,Texas,Member,Male,Sports,383,2,766,12-10-20,Cash,333,433,3
708,E,Newyork,Normal,Male,Stationary,1764,4,7056,31-10-20,Cash,1534,5522,5
805,B,Atlanta,Normal,Male,Furniture,1371,5,6855,29-11-22,Wallet,1055,5800,5
518,A,Orlando,Member,Male,Stationary,1718,2,3436,24-04-20,Cash,1432,2004,5
602,C,New Jersey,Normal,Male,Sports,1285,4,5140,10-05-22,Cash,988,4152,5
480,C,New Jersey,Normal,Male,Sports,1345,5,6725,01-11-23,Cash,1035,5690,3
459,B,Atlanta,Normal,Male,Sports,303,3,909,25-02-20,Cash,253,656,4
905,B,Atlanta,Normal,Male,Sports,585,3,1755,30-12-24,Cash,450,1305,3
756,A,Orlando,Member,Male,Stationary,769,2,1538,11-10-22,Cash,592,946,3
656,E,Newyork,Normal,Male,Home,522,5,2610,25-04-24,Cash,402,2208,3
1020,E,Newyork,Normal,Male,Home,1440,3,4320,08-09-21,Cash,1108,3212,5
752,C,New Jersey,Normal,Male,Sports,1299,4,5196,07-10-22,Cash,999,4197,4
898,E,Newyork,Normal,Male,Home,1558,2,3116,02-03-23,Cash,1198,1918,5
998,A,Orlando,Member,Male,Stationary,361,4,1444,17-08-21,Cash,278,1166,3
652,E,Newyork,Normal,Male,Sports,1980,5,9900,29-06-22,Cash,1523,8377,4
602,E,Newyork,Normal,Male,Décor,1267,2,2534,02-03-24,Credit Card,975,1559,3
972,E,Newyork,Normal,Male,Furniture,1452,5,7260,22-07-21,Wallet,1117,6143,5
531,D,Texas,Member,Male,Stationary,923,3,2769,28-02-22,Cash,710,2059,4
591,B,Atlanta,Normal,Male,Décor,858,2,1716,06-07-20,Credit Card,746,970,5
609,B,Atlanta,Normal,Male,Sports,824,2,1648,24-07-20,Cash,717,931,5
572,E,Newyork,Normal,Male,Décor,565,4,2260,01-02-24,Credit Card,435,1825,3
761,B,Atlanta,Normal,Male,Home,1089,2,2178,08-08-24,Cash,838,1340,5
573,B,Atlanta,Normal,Male,Stationary,1481,4,5924,18-06-20,Cash,1288,4636,5
1040,A,Orlando,Member,Male,Home,865,3,2595,28-09-21,Cash,665,1930,5
707,F,Hawai,Member,Male,Sports,1704,4,6816,23-08-22,Cash,1311,5505,5
1032,A,Orlando,Member,Male,Sports,578,3,1734,14-07-23,Cash,445,1289,3
867,F,Hawai,Member,Male,Décor,1810,5,9050,22-11-24,Credit Card,1392,7658,4
1057,D,Texas,Member,Male,Décor,761,5,3805,31-05-25,Credit Card,585,3220,3
672,E,Newyork,Normal,Male,Furniture,1558,4,6232,25-09-20,Wallet,1355,4877,4
619,B,Atlanta,Normal,Male,Décor,1718,5,8590,27-05-22,Credit Card,1322,7268,5
662,E,Newyork,Normal,Male,Décor,1498,3,4494,01-05-24,Credit Card,1152,3342,3
837,F,Hawai,Member,Male,Décor,1118,4,4472,23-10-24,Credit Card,860,3612,5
1005,B,Atlanta,Normal,Male,Home,1232,2,2464,24-08-21,Cash,948,1516,5
588,C,New Jersey,Normal,Male,Furniture,1735,3,5205,17-02-24,Wallet,1335,3870,4
849,F,Hawai,Member,Male,Stationary,1429,2,2858,04-11-24,Cash,1099,1759,5
687,B,Atlanta,Normal,Male,Furniture,482,4,1928,10-10-20,Wallet,419,1509,5
730,A,Orlando,Member,Male,Sports,860,4,3440,08-07-24,Cash,662,2778,4
1063,D,Texas,Member,Male,Furniture,1277,4,5108,06-06-25,Wallet,982,4126,4
520,E,Newyork,Normal,Male,Furniture,1666,4,6664,17-02-22,Wallet,1282,5382,5
756,C,New Jersey,Normal,Male,Home,1459,5,7295,03-08-24,Cash,1122,6173,4
521,D,Texas,Member,Male,Décor,1730,5,8650,27-04-20,Credit Card,1442,7208,3
